year   IAGA     geolat      geolon    declination
1999   BMT       40.30      116.20      354.04
1999   BNG        4.33       18.57      358.95
1999   BSL       30.35      270.36        0.91
1999   CNB      -34.10      150.70       12.64
1999   CAN      -35.31      149.36       12.61
1999   CZT      -46.43       51.87      312.03
1999   DLR       29.49      259.08        7.56
1999   DRV      -66.67      140.01      176.66
1999   EYR      -43.40      172.40       23.35
1999   GNA      -31.80      116.00      357.88
1999   GUA       13.59      144.87        1.51
1999   GUI       28.32      343.57      352.50
1999   HBK      -25.88       27.71      343.18
1999   HER      -34.43       19.23      335.73
1999   HLP       54.61       18.82        3.32
1999   HON       21.32      202.00       10.21
1999   HRB       47.86       18.19        2.66
1999   IQA       63.75      291.48      323.72
1999   IRT       52.17      104.45      357.57
1999   ISK       41.07       29.06        3.88
1999   KAK       36.23      140.18      352.85
1999   KOU        5.21      307.27      342.47
1999   LNP       25.00      121.17      356.58
1999   MBO       14.38      343.03      350.44
1999   MMB       43.91      144.19      350.85
1999   NCK       47.63       16.72        2.30
1999   MZH       49.60      117.40      351.36
1999   PAF      -49.35       70.26      304.16
1999   PHU       21.03      105.95      359.12
1999   PPT      -17.57      210.42       12.59
1999   SBA      -77.85      166.78      145.18
1999   SJG       18.11      293.85      347.82
1999   SPT       39.55      355.65      356.69
1999   SUA       45.32       26.25        4.04
1999   TAM       22.79        5.53      359.03
1999   TAN      -18.92       47.55      345.13
1999   TUC       32.17      249.27       11.60
1999   VSS      -22.40      316.35      339.02
1999   KIV       50.72       30.30        5.80
1999   LNN       59.95       30.70        8.55
1999   NKK       45.77       62.12        7.25
1999   MNK       54.50       27.88        6.08
1999   ODE       46.78       30.88        5.07
1999   TUL       35.92      264.22        4.76
1999   ASH       37.95       58.10        4.18
1999   TOL       39.88      355.95      356.77
1999   NVS       55.03       82.90        9.37
1999   KGD       49.82       73.08        8.61
1999   AAA       43.25       76.92        4.91
1999   TKT       41.33       69.62        4.85
1999   LVV       49.90       23.75        4.16
1999   RSV       55.85       12.45        1.11
1999   MOS       55.48       37.31        8.97
1999   YSS       46.95      142.72      349.52
1999   HIS       80.62       58.05       33.29
1999   ZGN       66.75      123.26      344.38
1999   YAK       60.02      129.72      344.53
1999   PPI       42.98      131.73      350.09
1999   BJI       40.06      116.18      354.10
1999   BOX       58.03       38.97       10.52
1999   MUT       14.37      121.02      358.92
1999   PTN       -0.05      109.25        0.81
1999   WTK       -7.56      112.63        1.31
1999   LRM      -21.00      115.00        0.69
1999   KAT      -33.68      117.62      357.92
1999   KTN       75.94      137.71      344.70
1999   CHD       70.62      147.89      346.19
1999   ZYK       65.75      150.78      347.66
1999   MGD       59.97      150.86      348.53
1999   MSR       44.37      142.27      350.31
1999   ONW       38.43      141.47      352.26
1999   KAG       31.48      130.72      353.96
1999   YMK       31.19      130.62      354.06
1999   CBI       27.15      142.30      356.49
1999   YAP        9.30      138.50        1.34
1999   KOR        7.33      134.50        1.13
1999   BIK       -1.08      136.05        2.96
1999   WEW       -3.55      143.62        4.86
1999   DRW      -12.40      130.90        3.49
1999   WEP      -12.68      141.88        5.74
1999   BSV      -25.54      139.21        6.86
1999   DAL      -27.18      151.20       10.67
1999   ADL      -34.67      138.65        8.16
1999   CPS       68.88      180.63        6.65
1999   EWA       21.32      202.00       10.21
1999   ASA      -14.28      170.70       11.32
1999   MCQ      -54.50      158.95       31.75
1999   CKA       68.50       73.60       24.63
1999   AMD       69.60       61.21       25.13
1999   LOP       68.25       33.08       12.74
1999   MBC       76.32      240.64       46.66
1999   VIZ       79.30       76.54       39.37
1999   PBK       70.08      170.90      359.97
1999   PGC       66.10      294.20      319.51
1999   CY0       70.50      291.40      310.89
1999   CDC       64.20      283.40      326.77
1999   CHC       64.35      276.00      334.79
1999   GHC       68.63      264.15      352.24
1999   IGC       69.30      278.20      318.71
1999   PBC       68.50      270.30      335.00
1999   RPB       66.52      273.77      333.42
1999   NAN       56.40      298.30      331.75
1999   AIA      -65.25      295.74       16.99
1999   ASC       -7.95      345.62      342.55
1999   VOS      -78.45      106.87      239.02
1999   CSY      -66.28      110.53      260.64
1999   CTA      -20.10      146.30        7.86
1999   DVS      -68.58       77.97      281.51
1999   GLN       49.65      262.88        5.23
1999   HTY       33.12      139.80      353.92
1999   KDU      -12.69      132.47        3.80
1999   KNY       31.42      130.88      353.98
1999   MAW      -67.61       62.88      293.92
1999   MIR      -66.55       93.02      272.98
1999   PST      -51.70      302.11        4.27
1999   TSU      -19.22       17.70      349.03
1999   HUA      -12.05      284.67      359.68
1999   LIV      -62.66      299.61       12.94
1999   TRW      -43.25      294.68        5.09
1999   AQU       42.38       13.32        1.39
1999   MID       28.21      182.62        8.52
1999   LMM      -25.92       32.58      341.73
1999   LZH       36.09      103.85      358.40
1999   QSB       33.87       35.64        3.54
1999   TND        1.29      124.95        1.22
1999   EBR       40.82        0.49      358.17
1999   TEO       19.75      260.82        6.61
1999   LEM      -42.30      147.50       14.68
1999   RIK       43.48      143.76      350.91
1999   CLK       44.70      285.00      345.48
1999   APL       39.17      283.12      349.10
1999   DSO       36.25      278.60      353.50
1999   USC       33.34      278.54      354.28
1999   JAX       30.35      278.40      355.06
1999   FIT       28.07      279.05      355.08
1999   GTF       43.62      288.05      343.99
1999   MSH       42.60      288.52      344.17
1999   FAR       62.05      352.98      350.54
1999   BOR       58.03       38.33       10.34
1999   CRK       57.09      357.36      354.38
1999   GML       57.16      356.32      353.85
1999   HLL       63.77      339.44      341.74
1999   KVI       59.50       17.63        3.28
1999   LAN       54.01      357.23      355.06
1999   S01       64.37       13.36        1.43
1999   OUL       65.10       25.85        7.99
1999   YOR       53.95      358.95      355.83
1999   PUT      -18.33      290.50      357.04
1999   ANT      -23.39      289.76      359.51
1999   SER      -30.00      288.87        3.19
1999   CER      -33.45      289.40        4.45
1999   VLD      -39.48      286.86        9.65
1999   OSO      -40.34      286.91       10.05
1999   PNT      -53.20      289.10       14.78
1999   ESC      -62.18      301.08       11.70
1999   OHI      -63.32      302.10       11.77
1999   PAC      -40.34      289.91        7.60
1999   ENP      -52.13      289.10       14.25
1999   FSJ       56.25      238.15       23.36
1999   EDM       53.30      246.70       18.50
1999   FVE       58.37      243.98       22.66
1999   LET       49.64      247.13       16.81
1999   RED       52.14      246.16       18.26
1999   ROT       51.07      245.87       17.94
1999   SAS       52.80      253.60       13.87
1999   VLO       48.19      282.24      345.79
1999   MCM      -77.85      166.67      145.36
1999   SPA      -90.00        0.00      331.79
1999   ELT       29.67       34.95        3.09
1999   GZH       23.09      113.34      358.03
1999   MLT       29.52       30.89        2.87
1999   PAL      -64.77      295.95       16.56
1999   NOK       69.40       88.10       19.49
1999   HLM       61.24      210.13       22.40
1999   HOM       59.70      209.53       21.52
1999   TRP       62.67      150.24      347.80
1999   BGY       31.72       35.09        3.29
1999   ESA       39.24      141.36      351.95
1999   GCK       44.63       20.77        2.98
1999   KNZ       55.83       48.85       11.76
1999   MIZ       39.11      141.20      351.97
1999   SFS       36.67      354.06      356.33
1999   SHU       55.35      199.54       15.75
1999   BFO       48.33        8.33        0.02
1999   MSK       52.69       34.52        7.29
1999   B11      -77.51      336.58      356.73
1999   B12      -79.08      335.88      357.36
1999   B14      -80.89      337.74      355.97
1999   B15      -81.49        2.97      335.56
1999   B17      -82.90      347.76      347.58
1999   B18      -84.35      336.14      357.02
1999   B19      -85.36        2.06      333.98
1999   B20      -85.36       95.98      242.19
1999   B21      -87.00       28.41      307.86
1999   B22      -86.51       68.17      269.54
1999   B23      -88.03      316.13       15.12
1999   B03      -67.57      291.88       20.90
1999   M01       46.87      263.55        4.80
1999   M02       45.56      266.75        1.95
1999   M03       43.60      264.40        4.28
1999   M04       41.36      263.84        4.86
1999   M05       38.50      263.70        5.06
1999   M06       35.00      262.60        5.83
1999   M07       32.98      263.25        5.42
1999   M08       29.44      261.39        6.43
1999   M09       26.40      262.20        5.99
1999   M10       24.80      260.40        6.79
1999   M11       20.70      256.90        7.95
1999   B01      -64.82      296.52       16.23
1999   B02      -66.03      294.00       18.58
1999   B04      -68.58       41.08      310.55
1999   B05      -69.29       41.32      310.09
1999   B06      -69.67       39.40      311.49
1999   B07      -70.70       44.28      307.11
1999   B08      -72.77      159.03      138.11
1999   B09      -74.01       42.99      306.49
1999   B10      -77.32       39.71      307.19
1999   B24      -71.67       77.77      278.45
1999   B13      -80.00       77.00      269.71
1999   B16      -82.78      347.06      348.19
1999   B27      -81.00        3.00      335.78
1999   KTB       -0.20      100.32      359.66
1999   JCO       70.36      211.20       27.67
1999   SBL       43.93      299.99      339.58
1999   C02       57.71      265.79      359.79
1999   C13       51.88      239.97       20.44
1999   T03       50.37      247.02       17.13
1999   C03       58.77      248.89       19.92
1999   C04       50.06      251.74       14.43
1999   C05       52.03      264.54        3.15
1999   C06       53.35      247.03       18.36
1999   C07       65.26      233.31       31.05
1999   C10       47.66      245.79       16.68
1999   C08       45.87      264.92        3.63
1999   C09       54.93      264.71        2.29
1999   C11       48.03      263.64        4.63
