year   IAGA     geolat      geolon    declination
2007   T23       43.66      274.86      354.09
2007   T24       44.82      271.30      357.00
2007   T25       45.14      241.07       16.07
2007   T26       34.20      242.15       13.05
2007   T27       34.38      242.32       13.06
2007   T28       53.30      299.54      336.32
2007   T29       58.10      291.60      333.95
2007   T30       49.81      285.58      343.04
2007   T31       56.50      280.80      341.95
2007   T32       49.39      277.68      349.43
2007   T33       53.99      259.06        7.46
2007   T34       64.73      249.33       18.91
2007   T35       63.60      249.14       18.65
2007   T36       54.71      246.69       16.99
2007   T37       53.81      237.17       20.07
2007   T38       61.01      224.78       23.96
2007   T39       62.24      209.58       20.16
2007   T40       62.95      204.40       18.09
2007   T41       66.97      199.56       16.69
2007   T42       55.20      254.74       11.54
2007   T43       50.87      245.70       16.22
2007   IZN       40.50       29.73        4.48
2007   PAG       47.49       24.18        4.61
2007   HOR       77.00       15.60        5.16
2007   SAH       71.98      234.77       31.29
2007   E01       41.35       23.86        3.81
2007   E02       39.45       21.97        3.36
2007   E03       38.63       24.10        3.57
2007   E04       38.08       23.93        3.50
2007   E05       36.72       22.95        3.26
2007   BRD       49.87      260.03        6.66
2007   EUA       80.00      274.10      290.03
2007   ARS       56.43       58.57       13.93
2007   CKI      -12.19       96.84      357.41
2007   CNH       44.08      124.86      350.42
2007   CYG       36.37      126.85      352.46
2007   DLT       11.94      108.48      359.66
2007   DUR       41.39       14.28        2.25
2007   GAN        0.69       73.15      355.55
2007   JAI       26.92       75.80        0.51
2007   KHB       47.61      134.69      348.48
2007   ORC      -60.74      315.26        2.02
2007   PEG       38.10       23.90        3.50
2007   PET       52.97      158.25      353.44
2007   PIL      -31.40      294.47      357.64
2007   WMQ       43.81       87.71        2.87
2007   PG1      -85.50       77.20      260.87
2007   PG2      -84.42       57.96      281.94
2007   PG3      -84.81       37.63      301.07
2007   PG4      -83.34       12.25      325.74
2007   GNG      -31.36      115.71      358.34
2007   BRZ       56.21       24.75        6.35
2007   SUW       54.01       23.18        5.43
2007   SZC       52.91       19.61        4.24
2007   ZAG       50.28       20.58        4.19
2007   VYH       48.49       18.84        3.59
2007   WIC       47.55       15.52        2.76
2007   CST       46.05       11.65        1.81
2007   P01       45.41       16.66        2.90
2007   RNC       43.97       12.08        1.88
2007   SUT      -32.40       20.67      336.24
2007   A01        8.99        7.39      358.15
2007   A02       36.85        2.93      359.86
2007   A03        3.87       11.52      358.06
2007   A04       14.28       39.46        2.25
2007   A05      -19.20       17.58      349.86
2007   A06        5.33      355.87      354.13
2007   A07        9.58      346.34      351.72
2007   A08        7.00      125.40        0.11
2007   A09       14.58      120.00      358.66
2007   A10       -9.40      319.50      337.50
2007   A11       -1.45      311.55      340.15
2007   A12       14.08      100.61      359.44
2007   A13        7.89       98.35      359.46
2007   GRK       60.27       29.38        9.09
2007   BBG       78.06       14.21        4.17
2007   PRG      -69.23       76.23      281.08
2007   NVL      -70.78       11.83      331.88
2007   WHS       60.70      224.90       23.83
2007   T44       58.47      281.92      339.11
2007   T45       55.28      282.24      341.75
2007   T46       60.05      282.71      336.73
2007   T47       62.20      284.35      332.81
2007   T48       54.80      293.19      336.28
2007   T49       50.22      293.73      339.12
2007   T50       48.65      287.55      342.51
2007   T51       48.05      282.22      346.28
2007   T52       53.79      282.38      342.78
2007   T53       60.82      281.85      336.51
2007   VNA      -70.70      351.70      345.93
2007   CUL      -30.28      149.58       11.00
2007   HOB      -42.88      147.35       15.02
2007   TWN      -19.27      146.82        7.73
2007   AMA       28.17      129.33      354.82
2007   ANC      -11.77      282.85      359.84
2007   ASB       43.46      142.17      350.67
2007   ASW       23.50       32.51        3.09
2007   BCL        9.30      105.71      359.91
2007   BKL       -3.86      102.31        0.07
2007   CDO        8.40      124.63      359.82
2007   CEB       10.36      123.91      359.42
2007   CKT      -15.48      145.25        6.75
2007   CMD      -34.06      150.67       12.60
2007   DES       -6.46       39.12      357.94
2007   DRB      -29.48       30.56      336.29
2007   EUS       -3.88      321.57      338.46
2007   FYM       29.18       35.50        3.59
2007   GSI        1.18       97.34      359.25
2007   HLN       23.90      121.55      356.49
2007   HVD       48.01       91.67        2.64
2007   ICA      -14.08      284.25      359.47
2007   ILR        8.50        4.68      357.45
2007   JRS        0.00      281.70      357.91
2007   JYP        2.51      140.70        3.06
2007   KPG      -10.20      123.40        2.23
2007   KRT       33.37       13.02        1.68
2007   KUJ       33.06      131.23      353.25
2007   LAG        6.48        3.27      356.64
2007   LGZ       13.10      123.74      358.86
2007   LKW        6.30       99.78      359.65
2007   LSK      -15.23       28.19      354.34
2007   LWA       -5.02      104.06        0.36
2007   MLB      -38.36      145.18       12.05
2007   MND        1.44      124.84        1.02
2007   NAB       -1.16       36.48        0.25
2007   PRP       -3.60      119.40        1.44
2007   PTK       52.94      158.25      353.45
2007   ROC      -23.19      150.31        9.36
2007   SBH        6.02      116.07        0.26
2007   SCN       -0.55      100.30      359.76
2007   TGG       17.66      121.76      357.92
2007   TIR        8.48       76.95      357.50
2007   WAD       51.90      256.10       10.04
2007   G01      -29.72      306.28      346.44
2007   KLD       54.50       20.20        4.62
2007   T54       39.10      283.15      348.95
2007   T55       60.55      208.74       19.30
2007   T56       45.59      267.03        0.77
2007   T57       38.25      255.39        9.18
2007   T58       37.42      237.83       14.60
2007   BRN       47.80      132.41      348.41
2007   PG0      -83.67       88.68      251.37
2007   PG5      -81.96        5.71      332.34
2007   HRP       49.20      275.30      351.76
2007   LCL       51.00      252.90       12.29
2007   T59       57.79      207.60       18.08
2007   T60       66.63      210.40       22.07
2007   T61       37.88      284.56      348.38
2007   T62       65.90       26.41        9.68
2007   PKS       52.50      252.80       12.62
2007   FTN       58.90      237.20       22.44
2007   W01      -41.55      147.21       14.30
2007   W02      -29.03      167.97       14.94
2007   W03       -2.70      141.30        4.08
2007   W04      -66.28      111.53      258.60
2007   W05      -68.58       77.96      280.38
2007   NR2       60.50       24.65        7.34
2007   CPL       17.30       78.90      358.90
2007   TTB       -1.21      311.49      340.19
2007   R01       38.90      267.78        0.98
2007   R02       38.68      282.22      349.70
2007   R03       44.90      266.27        1.55
2007   R04       40.01      254.76        9.69
2007   R05       41.58      275.83      353.82
2007   R06       31.84      257.68        7.50
2007   R07       47.13      266.34        1.15
2007   R08       44.33      286.44      345.10
2007   R09       41.65      287.28      345.61
2007   R10       42.61      288.52      344.63
2007   SKD       66.57       66.78       23.14
2007   BEY       73.30       70.00       31.36
2007   KHS       71.16       66.83       28.40
2007   GLK       40.94       44.47        5.69
2007   KLI       60.86       39.52       12.90
2007   KZN       55.93       48.74       12.43
2007   MHV       54.94       37.73        9.60
2007   NAD       65.53       72.51       21.47
2007   WSE       66.55       33.10       13.18
2007   POD       61.58       90.03        9.31
2008   SON       25.12       66.44        0.64
2008   AMU       61.24      210.13       19.74
2008   YKC       62.48      245.52       20.44
2008   CBB       69.12      254.97       10.88
2008   RES       74.69      265.11      328.90
2008   BLC       64.32      263.99      357.30
2008   MEA       54.62      246.65       16.72
2008   SIT       57.06      224.67       21.84
2008   PBQ       55.28      282.26      341.90
2008   MEK       62.77       30.97       10.76
2008   STJ       47.60      307.32      339.86
2008   ALE       82.50      297.50      299.82
2008   LRV       64.18      338.30      343.41
2008   BOU       40.14      254.76        9.58
2008   FRN       37.09      240.28       13.99
2008   VIC       48.52      236.58       17.95
2008   NEW       48.27      242.88       16.30
2008   LOV       59.35       17.83        4.55
2008   LER       60.13      358.82      356.02
2008   VAL       51.93      349.75      353.86
2008   HAD       50.98      355.52      356.43
2008   ESK       55.32      356.80      356.11
2008   MAB       50.30        5.68        0.15
2008   DOU       50.10        4.60      359.82
2008   BFE       55.62       11.67        1.98
2008   CLF       48.02        2.27      359.25
2008   OTT       45.40      284.45      345.94
2008   WNG       53.75        9.07        1.09
2008   VRE      -17.28      292.38      353.59
2008   SHE      -15.95      354.27      341.70
2008   SMA       36.99      334.87      350.41
2008   PNL      -16.68      303.83      344.29
2008   THY       46.90       17.54        3.28
2008   BEL       51.83       20.80        4.55
2008   FUR       48.17       11.28        1.84
2008   NGK       52.07       12.68        2.28
2008   BDV       49.07       14.02        2.57
2008   FRD       38.20      282.63      349.53
2008   CRP       10.44      275.09      359.91
2008   HYB       17.40       78.60      358.94
2008   IPM      -27.20      250.58       15.48
2008   KMH      -26.54       18.11      342.70
2008   NMP      -15.09       39.25      351.94
2008   DED       70.36      211.21       23.51
2008   KEP      -54.28      323.51      353.10
2008   CDP       31.00      256.30        7.96
2008   DMC      -75.25      235.83       63.88
2008   LON       45.41       16.66        3.00
2008   SPG       60.54       29.72        9.43
2008   TAB       76.54      291.18      306.03
2008   ROE       55.17        8.55        0.85
2008   THL       77.47      290.77      304.07
2008   SVS       76.02      294.90      308.54
2008   KUV       74.57      302.82      314.56
2008   UPN       72.78      303.85      317.41
2008   UMQ       70.68      307.87      321.82
2008   GDH       69.25      306.47      322.86
2008   ATU       67.93      306.43      324.35
2008   STF       67.02      309.28      326.41
2008   SKT       65.42      307.10      327.29
2008   GHB       64.17      308.27      328.91
2008   FHB       62.00      310.32      331.54
2008   NAQ       61.16      314.56      333.69
2008   NRD       81.60      343.33      338.86
2008   DMH       76.77      341.37      339.31
2008   DNB       74.30      339.78      339.21
2008   SCO       70.48      338.03      339.89
2008   AMK       65.60      322.37      333.73
2008   MCN       73.93      322.38      327.15
2008   MCE       72.40      326.10      330.78
2008   MCW       72.00      317.41      325.61
2008   MCG       72.60      321.65      327.73
2008   MCR       66.48      313.71      328.79
2008   TDC      -37.10      347.69      336.00
2008   SUM       72.30      321.70      328.00
2008   HOV       61.50      353.20      352.79
2008   GIM       56.38      265.36      359.81
2008   TAL       69.54      266.45      344.19
2008   CNL       65.75      248.75       19.28
2008   DAW       64.05      220.89       24.26
2008   EKP       61.11      265.95      356.59
2008   FCC       58.76      265.91      358.06
2008   FMC       56.66      248.79       16.12
2008   FSP       61.76      238.77       23.13
2008   SMI       60.03      248.07       17.73
2008   ISL       53.86      265.34        0.64
2008   PIN       50.20      263.96        2.84
2008   RAL       58.22      256.32       10.06
2008   RAN       62.82      267.89      352.07
2008   NOR       71.09       25.79       11.15
2008   NAL       78.92       11.95        2.75
2008   LYR       78.20       15.83        5.71
2008   JAN       70.90      351.30      348.67
2008   HOP       76.51       25.01       12.18
2008   BJN       74.50       19.20        7.70
2008   SOR       70.54       22.22        8.84
2008   TRO       69.66       18.94        6.68
2008   AND       69.30       16.03        4.87
2008   JCK       66.40       16.98        5.05
2008   DON       66.11       12.50        2.57
2008   RVK       64.94       10.99        1.72
2008   DOB       62.07        9.11        0.80
2008   SOL       61.08        4.84      358.80
2008   KAR       59.21        5.24      359.19
2008   HRN       77.00       15.60        5.44
2008   ALT       69.86       22.96        9.12
2008   KEV       69.76       27.01       11.43
2008   MAS       69.46       23.70        9.44
2008   KIL       69.06       20.77        7.64
2008   KAU       69.02       23.05        8.95
2008   IVA       68.56       27.29       11.18
2008   ABK       68.35       18.82        6.38
2008   LEK       68.13       13.54        3.28
2008   MUO       68.02       23.53        8.96
2008   LOZ       67.97       35.02       14.93
2008   KIR       67.84       20.42        7.19
2008   SOD       67.37       26.63       10.42
2008   PEL       66.90       24.08        8.95
2008   LYC       64.61       18.75        5.71
2008   OUJ       64.52       27.23        9.77
2008   HAN       62.25       26.60        8.76
2008   NUR       60.50       24.65        7.47
2008   UPS       59.90       17.35        4.42
2008   TAR       58.26       26.46        7.54
2008   BRW       71.32      203.38       19.77
2008   KAV       70.14      216.35       25.68
2008   KOT       66.88      197.40       15.16
2008   ARC       68.12      214.44       23.97
2008   INK       68.41      226.23       27.68
2008   BET       66.90      208.45       20.88
2008   FYU       66.56      214.78       23.44
2008   EAG       64.78      218.84       24.04
2008   CMO       64.87      212.14       21.75
2008   CGO       64.87      212.14       21.75
2008   GAK       62.39      214.87       21.82
2008   TLK       63.30      209.90       20.30
2008   CPY       70.20      235.30       29.09
2008   PKR       65.12      212.57       22.01
2008   DIK       73.53       80.70       30.25
2008   CCS       77.72      104.28       16.43
2008   TIK       71.59      128.92      342.94
2008   CWE       66.17      190.17       10.86
2008   ARK       64.60       40.50       15.48
2008   AAE        9.03       38.77        1.84
2008   ABG       18.62       72.87      359.22
2008   AMS      -37.80       77.57      321.12
2008   API      -13.80      188.22       11.47
2008   ASP      -23.77      133.88        5.08
2008   BMT       40.30      116.20      353.56
2008   BNG        4.33       18.57      359.89
2008   BSL       30.35      270.36      359.87
2008   CNB      -34.10      150.70       12.62
2008   CAN      -35.31      149.36       12.60
2008   CZT      -46.43       51.87      310.32
2008   DLR       29.49      259.08        6.58
2008   DRV      -66.67      140.01      169.55
2008   EYR      -43.40      172.40       23.61
2008   GNA      -31.80      116.00      358.31
2008   GUA       13.59      144.87        1.28
2008   GUI       28.32      343.57      353.73
2008   HBK      -25.88       27.71      342.27
2008   HER      -34.43       19.23      334.75
2008   HLP       54.61       18.82        4.33
2008   HON       21.32      202.00        9.89
2008   HRB       47.86       18.19        3.50
2008   IQA       63.75      291.48      327.97
2008   IRT       52.17      104.45      356.80
2008   ISK       41.07       29.06        4.57
2008   KAK       36.23      140.18      352.78
2008   KOU        5.21      307.27      342.00
2008   LNP       25.00      121.17      356.21
2008   MBO       14.38      343.03      351.62
2008   MMB       43.91      144.19      350.93
2008   NCK       47.63       16.72        3.15
2008   MZH       49.60      117.40      350.91
2008   PAF      -49.35       70.26      303.25
2008   PHU       21.03      105.95      358.77
2008   PPT      -17.57      210.42       12.82
2008   SBA      -77.85      166.78      143.91
2008   SJG       18.11      293.85      347.29
2008   SPT       39.55      355.65      357.86
2008   SUA       45.32       26.25        4.77
2008   TAM       22.79        5.53      359.79
2008   TAN      -18.92       47.55      344.67
2008   TUC       32.17      249.27       10.74
2008   VSS      -22.40      316.35      338.20
2008   KIV       50.72       30.30        6.61
2008   LNN       59.95       30.70        9.58
2008   NKK       45.77       62.12        7.60
2008   MNK       54.50       27.88        6.98
2008   ODE       46.78       30.88        5.81
2008   TUL       35.92      264.22        3.67
2008   ASH       37.95       58.10        4.56
2008   TOL       39.88      355.95      357.93
2008   NVS       55.03       82.90        8.96
2008   KGD       49.82       73.08        8.64
2008   AAA       43.25       76.92        4.90
2008   TKT       41.33       69.62        5.03
2008   LVV       49.90       23.75        4.99
2008   RSV       55.85       12.45        2.27
2008   MOS       55.48       37.31        9.83
2008   YSS       46.95      142.72      349.66
2008   HIS       80.62       58.05       35.85
2008   ZGN       66.75      123.26      344.40
2008   YAK       60.02      129.72      344.71
2008   PPI       42.98      131.73      349.99
2008   BJI       40.06      116.18      353.62
2008   BOX       58.03       38.97       11.42
2008   MUT       14.37      121.02      358.61
2008   PTN       -0.05      109.25        0.82
2008   WTK       -7.56      112.63        1.38
2008   LRM      -21.00      115.00        0.94
2008   KAT      -33.68      117.62      358.33
2008   KTN       75.94      137.71      344.50
2008   CHD       70.62      147.89      346.48
2008   ZYK       65.75      150.78      348.06
2008   MGD       59.97      150.86      348.93
2008   MSR       44.37      142.27      350.39
2008   ONW       38.43      141.47      352.23
2008   KAG       31.48      130.72      353.73
2008   YMK       31.19      130.62      353.83
2008   CBI       27.15      142.30      356.33
2008   YAP        9.30      138.50        1.12
2008   KOR        7.33      134.50        0.90
2008   BIK       -1.08      136.05        2.77
2008   WEW       -3.55      143.62        4.66
2008   DRW      -12.40      130.90        3.36
2008   WEP      -12.68      141.88        5.58
2008   BSV      -25.54      139.21        6.79
2008   DAL      -27.18      151.20       10.56
2008   ADL      -34.67      138.65        8.18
2008   CPS       68.88      180.63        5.34
2008   EWA       21.32      202.00        9.89
2008   ASA      -14.28      170.70       11.05
2008   MCQ      -54.50      158.95       32.53
2008   CKA       68.50       73.60       24.82
2008   AMD       69.60       61.21       25.93
2008   LOP       68.25       33.08       14.10
2008   MBC       76.32      240.64       30.47
2008   VIZ       79.30       76.54       41.30
2008   PBK       70.08      170.90      359.24
2008   PGC       66.10      294.20      324.39
2008   CY0       70.50      291.40      317.43
2008   CDC       64.20      283.40      330.95
2008   CHC       64.35      276.00      337.93
2008   GHC       68.63      264.15      351.41
2008   IGC       69.30      278.20      325.41
2008   PBC       68.50      270.30      338.68
2008   RPB       66.52      273.77      337.13
2008   NAN       56.40      298.30      334.46
2008   AIA      -65.25      295.74       16.63
2008   ASC       -7.95      345.62      343.50
2008   VOS      -78.45      106.87      237.50
2008   CSY      -66.28      110.53      259.28
2008   CTA      -20.10      146.30        7.73
2008   DVS      -68.58       77.97      280.23
2008   GLN       49.65      262.88        3.94
2008   HTY       33.12      139.80      353.81
2008   KDU      -12.69      132.47        3.66
2008   KNY       31.42      130.88      353.75
2008   MAW      -67.61       62.88      292.58
2008   MIR      -66.55       93.02      271.80
2008   PST      -51.70      302.11        3.63
2008   TSU      -19.22       17.70      350.02
2008   HUA      -12.05      284.67      358.41
2008   LIV      -62.66      299.61       12.57
2008   TRW      -43.25      294.68        4.08
2008   AQU       42.38       13.32        2.20
2008   MID       28.21      182.62        7.93
2008   LMM      -25.92       32.58      340.51
2008   LZH       36.09      103.85      357.89
2008   QSB       33.87       35.64        4.17
2008   TND        1.29      124.95        1.01
2008   EBR       40.82        0.49      359.23
2008   TEO       19.75      260.82        5.74
2008   LEM      -42.30      147.50       14.81
2008   RIK       43.48      143.76      350.98
2008   CLK       44.70      285.00      345.87
2008   APL       39.17      283.12      348.94
2008   DSO       36.25      278.60      352.87
2008   USC       33.34      278.54      353.54
2008   JAX       30.35      278.40      354.23
2008   FIT       28.07      279.05      354.22
2008   GTF       43.62      288.05      344.56
2008   MSH       42.60      288.52      344.69
2008   FAR       62.05      352.98      352.51
2008   BOR       58.03       38.33       11.24
2008   CRK       57.09      357.36      355.98
2008   GML       57.16      356.32      355.49
2008   HLL       63.77      339.44      344.27
2008   KVI       59.50       17.63        4.48
2008   LAN       54.01      357.23      356.55
2008   S01       64.37       13.36        2.95
2008   OUL       65.10       25.85        9.31
2008   YOR       53.95      358.95      357.27
2008   PUT      -18.33      290.50      355.54
2008   ANT      -23.39      289.76      358.07
2008   SER      -30.00      288.87        1.89
2008   CER      -33.45      289.40        3.21
2008   VLD      -39.48      286.86        8.65
2008   OSO      -40.34      286.91        9.07
2008   PNT      -53.20      289.10       14.14
2008   ESC      -62.18      301.08       11.34
2008   OHI      -63.32      302.10       11.44
2008   PAC      -40.34      289.91        6.55
2008   ENP      -52.13      289.10       13.58
2008   FSJ       56.25      238.15       20.62
2008   EDM       53.30      246.70       16.28
2008   FVE       58.37      243.98       19.46
2008   LET       49.64      247.13       15.03
2008   RED       52.14      246.16       16.18
2008   ROT       51.07      245.87       15.99
2008   SAS       52.80      253.60       11.88
2008   VLO       48.19      282.24      346.25
2008   MCM      -77.85      166.67      144.08
2008   SPA      -90.00        0.00      330.84
2008   ELT       29.67       34.95        3.71
2008   GZH       23.09      113.34      357.64
2008   MLT       29.52       30.89        3.53
2008   PAL      -64.77      295.95       16.20
2008   NOK       69.40       88.10       18.83
2008   HLM       61.24      210.13       19.74
2008   HOM       59.70      209.53       19.05
2008   TRP       62.67      150.24      348.23
2008   BGY       31.72       35.09        3.91
2008   ESA       39.24      141.36      351.93
2008   GCK       44.63       20.77        3.73
2008   KNZ       55.83       48.85       12.49
2008   MIZ       39.11      141.20      351.95
2008   SFS       36.67      354.06      357.49
2008   SHU       55.35      199.54       14.04
2008   BFO       48.33        8.33        1.04
2008   MSK       52.69       34.52        8.11
2008   B11      -77.51      336.58      356.27
2008   B12      -79.08      335.88      356.85
2008   B14      -80.89      337.74      355.38
2008   B15      -81.49        2.97      334.81
2008   B17      -82.90      347.76      346.87
2008   B18      -84.35      336.14      356.30
2008   B19      -85.36        2.06      333.14
2008   B20      -85.36       95.98      241.00
2008   B21      -87.00       28.41      306.92
2008   B22      -86.51       68.17      268.47
2008   B23      -88.03      316.13       14.27
2008   B03      -67.57      291.88       20.54
2008   M01       46.87      263.55        3.60
2008   M02       45.56      266.75        0.92
2008   M03       43.60      264.40        3.15
2008   M04       41.36      263.84        3.74
2008   M05       38.50      263.70        3.95
2008   M06       35.00      262.60        4.75
2008   M07       32.98      263.25        4.36
2008   M08       29.44      261.39        5.42
2008   M09       26.40      262.20        5.00
2008   M10       24.80      260.40        5.86
2008   M11       20.70      256.90        7.15
2008   B01      -64.82      296.52       15.87
2008   B02      -66.03      294.00       18.22
2008   B04      -68.58       41.08      309.30
2008   B05      -69.29       41.32      308.86
2008   B06      -69.67       39.40      310.28
2008   B07      -70.70       44.28      305.88
2008   B08      -72.77      159.03      136.82
2008   B09      -74.01       42.99      305.35
2008   B10      -77.32       39.71      306.13
2008   B24      -71.67       77.77      277.13
2008   B13      -80.00       77.00      268.44
2008   B16      -82.78      347.06      347.50
2008   B27      -81.00        3.00      335.04
2008   KTB       -0.20      100.32      359.77
2008   JCO       70.36      211.20       23.50
2008   SBL       43.93      299.99      340.98
2008   C02       57.71      265.79      358.72
2008   C13       51.88      239.97       18.37
2008   T03       50.37      247.02       15.27
2008   C03       58.77      248.89       16.71
2008   C04       50.06      251.74       12.67
2008   C05       52.03      264.54        1.94
2008   C06       53.35      247.03       16.13
2008   C07       65.26      233.31       26.16
2008   C10       47.66      245.79       15.08
2008   C08       45.87      264.92        2.51
2008   C09       54.93      264.71        1.06
2008   C11       48.03      263.64        3.42
2008   C12       49.69      256.20        9.59
2008   C01       42.42      276.10      353.32
2008   T15       46.48      275.31      352.77
2008   T16       39.19      240.20       14.52
2008   T17       44.95      287.87      344.13
2008   T18       46.09      259.32        7.08
2008   T19       47.61      245.33       15.25
2008   T20       40.18      281.62      349.67
2008   T21       43.08      257.41        8.29
2008   T22       56.81      227.05       21.91
2008   T23       43.66      274.86      354.03
2008   T24       44.82      271.30      356.92
2008   T25       45.14      241.07       15.91
2008   T26       34.20      242.15       12.95
2008   T27       34.38      242.32       12.96
2008   T28       53.30      299.54      336.56
2008   T29       58.10      291.60      334.25
2008   T30       49.81      285.58      343.15
2008   T31       56.50      280.80      342.11
2008   T32       49.39      277.68      349.45
2008   T33       53.99      259.06        7.28
2008   T34       64.73      249.33       18.37
2008   T35       63.60      249.14       18.16
2008   T36       54.71      246.69       16.73
2008   T37       53.81      237.17       19.81
2008   T38       61.01      224.78       23.58
2008   T39       62.24      209.58       19.83
2008   T40       62.95      204.40       17.79
2008   T41       66.97      199.56       16.37
2008   T42       55.20      254.74       11.31
2008   T43       50.87      245.70       16.01
2008   IZN       40.50       29.73        4.57
2008   PAG       47.49       24.18        4.71
2008   HOR       77.00       15.60        5.44
2008   SAH       71.98      234.77       30.36
2008   E01       41.35       23.86        3.90
2008   E02       39.45       21.97        3.45
2008   E03       38.63       24.10        3.66
2008   E04       38.08       23.93        3.59
2008   E05       36.72       22.95        3.35
2008   BRD       49.87      260.03        6.50
2008   EUA       80.00      274.10      291.69
2008   ARS       56.43       58.57       14.00
2008   CKI      -12.19       96.84      357.46
2008   CNH       44.08      124.86      350.39
2008   CYG       36.37      126.85      352.43
2008   DLT       11.94      108.48      359.63
2008   DUR       41.39       14.28        2.34
2008   GAN        0.69       73.15      355.60
2008   JAI       26.92       75.80        0.54
2008   KHB       47.61      134.69      348.48
2008   ORC      -60.74      315.26        1.99
2008   PEG       38.10       23.90        3.59
2008   PET       52.97      158.25      353.45
2008   PIL      -31.40      294.47      357.48
2008   WMQ       43.81       87.71        2.85
2008   PG1      -85.50       77.20      260.74
2008   PG2      -84.42       57.96      281.81
2008   PG3      -84.81       37.63      300.95
2008   PG4      -83.34       12.25      325.64
2008   GNG      -31.36      115.71      358.36
2008   BRZ       56.21       24.75        6.47
2008   SUW       54.01       23.18        5.54
2008   SZC       52.91       19.61        4.36
2008   ZAG       50.28       20.58        4.30
2008   VYH       48.49       18.84        3.70
2008   WIC       47.55       15.52        2.87
2008   CST       46.05       11.65        1.92
2008   P01       45.41       16.66        3.00
2008   RNC       43.97       12.08        1.99
2008   SUT      -32.40       20.67      336.16
2008   A01        8.99        7.39      358.25
2008   A02       36.85        2.93      359.96
2008   A03        3.87       11.52      358.18
2008   A04       14.28       39.46        2.31
2008   A05      -19.20       17.58      350.00
2008   A06        5.33      355.87      354.24
2008   A07        9.58      346.34      351.84
2008   A08        7.00      125.40        0.07
2008   A09       14.58      120.00      358.62
2008   A10       -9.40      319.50      337.47
2008   A11       -1.45      311.55      340.10
2008   A12       14.08      100.61      359.41
2008   A13        7.89       98.35      359.44
2008   GRK       60.27       29.38        9.21
2008   BBG       78.06       14.21        4.47
2008   PRG      -69.23       76.23      280.93
2008   NVL      -70.78       11.83      331.79
2008   WHS       60.70      224.90       23.45
2008   T44       58.47      281.92      339.33
2008   T45       55.28      282.24      341.91
2008   T46       60.05      282.71      337.01
2008   T47       62.20      284.35      333.17
2008   T48       54.80      293.19      336.52
2008   T49       50.22      293.73      339.30
2008   T50       48.65      287.55      342.63
2008   T51       48.05      282.22      346.33
2008   T52       53.79      282.38      342.91
2008   T53       60.82      281.85      336.80
2008   VNA      -70.70      351.70      345.88
2008   CUL      -30.28      149.58       10.99
2008   HOB      -42.88      147.35       15.03
2008   TWN      -19.27      146.82        7.70
2008   AMA       28.17      129.33      354.78
2008   ANC      -11.77      282.85      359.70
2008   ASB       43.46      142.17      350.67
2008   ASW       23.50       32.51        3.18
2008   BCL        9.30      105.71      359.89
2008   BKL       -3.86      102.31        0.07
2008   CDO        8.40      124.63      359.77
2008   CEB       10.36      123.91      359.38
2008   CKT      -15.48      145.25        6.72
2008   CMD      -34.06      150.67       12.59
2008   DES       -6.46       39.12      357.97
2008   DRB      -29.48       30.56      336.16
2008   EUS       -3.88      321.57      338.48
2008   FYM       29.18       35.50        3.67
2008   GSI        1.18       97.34      359.25
2008   HLN       23.90      121.55      356.44
2008   HVD       48.01       91.67        2.59
2008   ICA      -14.08      284.25      359.32
2008   ILR        8.50        4.68      357.55
2008   JRS        0.00      281.70      357.78
2008   JYP        2.51      140.70        3.02
2008   KPG      -10.20      123.40        2.20
2008   KRT       33.37       13.02        1.76
2008   KUJ       33.06      131.23      353.22
2008   LAG        6.48        3.27      356.75
2008   LGZ       13.10      123.74      358.81
2008   LKW        6.30       99.78      359.63
2008   LSK      -15.23       28.19      354.40
2008   LWA       -5.02      104.06        0.37
2008   MLB      -38.36      145.18       12.04
2008   MND        1.44      124.84        0.98
2008   NAB       -1.16       36.48        0.30
2008   PRP       -3.60      119.40        1.40
2008   PTK       52.94      158.25      353.45
2008   ROC      -23.19      150.31        9.34
2008   SBH        6.02      116.07        0.22
2008   SCN       -0.55      100.30      359.76
2008   TGG       17.66      121.76      357.88
2008   TIR        8.48       76.95      357.53
2008   WAD       51.90      256.10        9.85
2008   G01      -29.72      306.28      346.29
2008   KLD       54.50       20.20        4.74
2008   T54       39.10      283.15      348.93
2008   T55       60.55      208.74       19.00
2008   T56       45.59      267.03        0.66
2008   T57       38.25      255.39        9.05
2008   T58       37.42      237.83       14.49
2008   BRN       47.80      132.41      348.40
2008   PG0      -83.67       88.68      251.22
2008   PG5      -81.96        5.71      332.24
2008   HRP       49.20      275.30      351.75
2008   LCL       51.00      252.90       12.09
2008   T59       57.79      207.60       17.81
2008   T60       66.63      210.40       21.67
2008   T61       37.88      284.56      348.37
2008   T62       65.90       26.41        9.83
2008   PKS       52.50      252.80       12.41
2008   FTN       58.90      237.20       22.07
2008   W01      -41.55      147.21       14.31
2008   W02      -29.03      167.97       14.93
2008   W03       -2.70      141.30        4.05
2008   W04      -66.28      111.53      258.45
2008   W05      -68.58       77.96      280.24
2008   NR2       60.50       24.65        7.47
2008   CPL       17.30       78.90      358.93
2008   TTB       -1.21      311.49      340.15
2008   R01       38.90      267.78        0.87
2008   R02       38.68      282.22      349.68
2008   R03       44.90      266.27        1.44
2008   R04       40.01      254.76        9.56
2008   R05       41.58      275.83      353.76
